free_text,label_id
"Bên mình cung cấp phôi bằng các loại, alo 0331826848",3
Nhận quà tri ân từ Shopee tại https://zalo.me/m8d17aou,3
"Kiếm tiền triệu mỗi ngày, click https://gg.gg/btos5s2c",3
Đây là link driver ảnh hôm qua nhé: https://t.me/odwxqlpu,0
"Bán số lô số đề chuẩn 100%, add zalo 0911214312",3
"Số của mình là 0342172804, có gì alo nha",0
"Hack vàng, hack kim cương cực uy tín tại https://shope.ee/wijddvb3",3
"Hỗ trợ mình qua số 0903366479 với, app bị lỗi",0
Tư vấn cho mình qua zalo 0905164930 với ạ,0
Cho mình đặt phòng số 0338069836 nhé shop,0
Nhận ngay 500k tiền thưởng tại https://t.me/7uzg2xyd,3
"Thu mua sim số đẹp giá cao, liên hệ 0779162727",3
Nhận ngay 500k tiền thưởng tại https://tinyurl.com/o2xl7b1g,3
"Tài khoản bị khóa, vào https://t.me/242p4pb7 để mở",3
Gọi mình số 0356413449 để lấy mã xác nhận đơn hàng,0
"Dịch vụ thám tử tư bảo mật, hotline 0387037053",3
Link tài liệu học tập đây nhé mn: https://tinyurl.com/lvw8g0lt,0
"Cơ hội làm giàu không khó, truy cập https://gg.gg/2chgwy1b",3
"Cơ hội làm giàu không khó, truy cập https://gg.gg/9icnbnth",3
"Tài khoản bị khóa, vào https://zalo.me/ggll0f33 để mở",3
"Kiếm tiền triệu mỗi ngày, click https://gg.gg/soewtm4s",3
Có gì cứ liên hệ tớ qua 0906498742 nha bạn,0
"Bạn trúng thưởng 1 xe SH, xác thực tại https://zalo.me/20twddby",3
"Ai cần tư vấn cứ gọi 0885288958, mình rảnh lúc 5h",0
Cho mình đặt phòng số 0815028034 nhé shop,0
"Bán bằng lái xe, hồ sơ gốc liên hệ 0819449918",3
"Check đơn giúp mình, sđt mình 0883901108",0
Shop gọi lại số 0771854754 tư vấn tour nhé,0
"Ai cần tư vấn cứ gọi 0915336948, mình rảnh lúc 5h",0
"Bên mình cung cấp phôi bằng các loại, alo 0816385501",3
Check inbox hoặc gọi mình 0888693392 để lấy hàng,0
"Kiếm tiền triệu mỗi ngày, click https://shope.ee/v7h2nqnn",3
Gửi mình thông tin qua https://gg.gg/naf7q1mz nhé,0
Shop gọi lại số 0815735682 tư vấn tour nhé,0
"Cần thuê phòng gấp, alo mình 0352759250",0
"Bán số lô số đề chuẩn 100%, add zalo 0982389371",3
"Bên mình cung cấp phôi bằng các loại, alo 0385475646",3
Shop gọi lại số 0338219031 tư vấn tour nhé,0
"Gái gọi cao cấp, xem ảnh tại https://zalo.me/9qeb39yj",3
"Shop ơi số mình 0352779917, ship cho mình nhé",0
"Mình cần đặt lịch khám, sđt 0355928135",0
Nhận làm chứng chỉ ngoại ngữ giá rẻ 0335883041,3
"Gái gọi cao cấp, xem ảnh tại https://gg.gg/j41kix9l",3
"Vay vốn nhanh không thế chấp, alo 0919573255",3
"Thu mua sim số đẹp giá cao, liên hệ 0779736845",3
"Check đơn giúp mình, sđt mình 0988199112",0
Link tài liệu học tập đây nhé mn: https://t.me/gsub2b92,0
Bạn ơi gọi mình số 0912699721 để chốt lịch nhé,0
"Tuyển CTV online lương 10tr/tháng, ib zalo 0918521241",3
"Cần tiền gọi ngay 0917258629, hỗ trợ nợ xấu",3
Tư vấn cho mình qua zalo 0331884912 với ạ,0
"Web cá độ uy tín, nạp đầu tặng 100%, link https://shope.ee/vsbuk629",3
"Ai cần tư vấn cứ gọi 0791203647, mình rảnh lúc 5h",0
"Bạn trúng thưởng 1 xe SH, xác thực tại https://zalo.me/mqdo8524",3
Tư vấn cho mình qua zalo 0987938391 với ạ,0
Tư vấn cho mình qua zalo 0919587124 với ạ,0
Cho mình đặt phòng số 0341030676 nhé shop,0
Gọi mình số 0796204352 để lấy mã xác nhận đơn hàng,0
"Tuyển CTV online lương 10tr/tháng, ib zalo 0814193671",3
"Số của mình là 0342490647, có gì alo nha",0
"Cơ hội làm giàu không khó, truy cập https://t.me/fyvo511k",3
"Số của mình là 0819444375, có gì alo nha",0
"Gái gọi cao cấp, xem ảnh tại https://bit.ly/8wrfbo8v",3
"Mình cần đặt lịch khám, sđt 0349814089",0
"Hack vàng, hack kim cương cực uy tín tại https://zalo.me/54p3eolj",3
Link đăng ký sự kiện cho ai cần: https://t.me/r0vw3886,0
Nhận quà tri ân từ Shopee tại https://zalo.me/d59orhtd,3
Cho mình đặt phòng số 0816581227 nhé shop,0
"Ai cần tư vấn cứ gọi 0331807078, mình rảnh lúc 5h",0
Cho mình đặt phòng số 0987340824 nhé shop,0
Link đăng ký sự kiện cho ai cần: https://t.me/indstyw6,0
Shop gọi lại số 0388698870 tư vấn tour nhé,0
Nhận ngay 500k tiền thưởng tại https://bit.ly/7sou1vtg,3
Nhận làm chứng chỉ ngoại ngữ giá rẻ 0386692486,3
Link đăng ký sự kiện cho ai cần: https://zalo.me/9ft7izql,0
"Vay vốn nhanh không thế chấp, alo 0339809191",3
Bạn ơi gọi mình số 0331582048 để chốt lịch nhé,0
"Tuyển CTV online lương 10tr/tháng, ib zalo 0339409411",3
Link tài liệu học tập đây nhé mn: https://t.me/pagdttu1,0
Tư vấn cho mình qua zalo 0981501333 với ạ,0
"Số của mình là 0983559107, có gì alo nha",0
Check inbox hoặc gọi mình 0778590516 để lấy hàng,0
Gọi mình số 0772615488 để lấy mã xác nhận đơn hàng,0
Đây là link driver ảnh hôm qua nhé: https://gg.gg/jk5fgemt,0
"Bán bằng lái xe, hồ sơ gốc liên hệ 0349122495",3
Nhận ngay 500k tiền thưởng tại https://shope.ee/a0ludefo,3
"Mình cần đặt lịch khám, sđt 0334306957",0
"Mình cần đặt lịch khám, sđt 0359119115",0
Shop gọi lại số 0772136150 tư vấn tour nhé,0
Mọi người xem menu quán ở đây nha: https://tinyurl.com/4ojtojqj,0
Gửi mình thông tin qua https://gg.gg/ovyfbx23 nhé,0
Cho mình đặt phòng số 0917402529 nhé shop,0
"Check đơn giúp mình, sđt mình 0882114448",0
"Việc nhẹ lương cao tại nhà, liên hệ ngay 0355815187",3
Shop gọi lại số 0815649658 tư vấn tour nhé,0
Shop gọi lại số 0386796215 tư vấn tour nhé,0
"Mình cần đặt lịch khám, sđt 0349254504",0
"Vay vốn nhanh không thế chấp, alo 0884867559",3
"Cơ hội làm giàu không khó, truy cập https://zalo.me/cgbzthb2",3
"Mình cần đặt lịch khám, sđt 0908644623",0
"Thu mua sim số đẹp giá cao, liên hệ 0884791201",3
"Bán bằng lái xe, hồ sơ gốc liên hệ 0908316604",3
"Số của mình là 0903691930, có gì alo nha",0
Tư vấn cho mình qua zalo 0348825922 với ạ,0
"Hack vàng, hack kim cương cực uy tín tại https://gg.gg/etbn83jn",3
"Hack vàng, hack kim cương cực uy tín tại https://bit.ly/ojw4oy30",3
Tư vấn cho mình qua zalo 0331587158 với ạ,0
Check inbox hoặc gọi mình 0383863905 để lấy hàng,0
"Việc nhẹ lương cao tại nhà, liên hệ ngay 0385421614",3
"Hack vàng, hack kim cương cực uy tín tại https://bit.ly/5mcknz76",3
"Game nổ hũ cực lớn, click https://shope.ee/e9dfedcc nhận code",3
Check inbox hoặc gọi mình 0818818764 để lấy hàng,0
"Hack vàng, hack kim cương cực uy tín tại https://zalo.me/uzxjb0ce",3
Tư vấn cho mình qua zalo 0778868134 với ạ,0
"Web cá độ uy tín, nạp đầu tặng 100%, link https://gg.gg/dsqheqyo",3
Nhận quà tri ân từ Shopee tại https://tinyurl.com/tumokua8,3
"Tuyển CTV online lương 10tr/tháng, ib zalo 0772618695",3
"Ai cần tư vấn cứ gọi 0344615172, mình rảnh lúc 5h",0
Gọi mình số 0344021162 để lấy mã xác nhận đơn hàng,0
"Bán bằng lái xe, hồ sơ gốc liên hệ 0335739937",3
Check inbox hoặc gọi mình 0776052571 để lấy hàng,0
"Vay vốn nhanh không thế chấp, alo 0813986248",3
"Bán bằng lái xe, hồ sơ gốc liên hệ 0902685152",3
"Tuyển CTV online lương 10tr/tháng, ib zalo 0343925854",3
Check inbox hoặc gọi mình 0345592063 để lấy hàng,0
"Game nổ hũ cực lớn, click https://zalo.me/643eu7xd nhận code",3
"Ai cần tư vấn cứ gọi 0339000570, mình rảnh lúc 5h",0
Nhận ngay 500k tiền thưởng tại https://gg.gg/d7zuikdd,3
"Việc nhẹ lương cao tại nhà, liên hệ ngay 0355225635",3
"Game nổ hũ cực lớn, click https://bit.ly/o4u4ipkl nhận code",3
"Game nổ hũ cực lớn, click https://bit.ly/rgs5t5uo nhận code",3
Check inbox hoặc gọi mình 0383403981 để lấy hàng,0
"Bán bằng lái xe, hồ sơ gốc liên hệ 0985288442",3
"Bán số lô số đề chuẩn 100%, add zalo 0986263965",3
Gửi mình thông tin qua https://gg.gg/3pn187sj nhé,0
"Ai cần tư vấn cứ gọi 0792308875, mình rảnh lúc 5h",0
"Dịch vụ thám tử tư bảo mật, hotline 0883691533",3
Nhận quà tri ân từ Shopee tại https://zalo.me/9qh4uyju,3
Nhận quà tri ân từ Shopee tại https://gg.gg/5vqr4b2i,3
"Vay vốn nhanh không thế chấp, alo 0386982956",3
"Số của mình là 0819223252, có gì alo nha",0
"Web cá độ uy tín, nạp đầu tặng 100%, link https://t.me/iyc104g9",3
"Việc nhẹ lương cao tại nhà, liên hệ ngay 0381944256",3
"Vay vốn nhanh không thế chấp, alo 0916372465",3
"Mình cần đặt lịch khám, sđt 0983881366",0
"Số của mình là 0387085829, có gì alo nha",0
Check inbox hoặc gọi mình 0887998036 để lấy hàng,0
"Bạn trúng thưởng 1 xe SH, xác thực tại https://bit.ly/pvygtwbe",3
"Bạn trúng thưởng 1 xe SH, xác thực tại https://zalo.me/70rzm8dh",3
Gọi mình số 0339858507 để lấy mã xác nhận đơn hàng,0
"Mình cần đặt lịch khám, sđt 0793009694",0
Gọi mình số 0989479124 để lấy mã xác nhận đơn hàng,0
"Vay vốn nhanh không thế chấp, alo 0778488625",3
"Game nổ hũ cực lớn, click https://tinyurl.com/76gurcf5 nhận code",3
Gửi mình thông tin qua https://gg.gg/lcl2zcq0 nhé,0
Link shopee mình mua cái này nè: https://zalo.me/l17wsvvc,0
"Thu mua sim số đẹp giá cao, liên hệ 0353106171",3
"Bán số lô số đề chuẩn 100%, add zalo 0915706017",3
"Check đơn giúp mình, sđt mình 0983383738",0
Check inbox hoặc gọi mình 0333276219 để lấy hàng,0
"Bán bằng lái xe, hồ sơ gốc liên hệ 0793967346",3
"Cần tiền gọi ngay 0389651709, hỗ trợ nợ xấu",3
Nhận quà tri ân từ Shopee tại https://shope.ee/b1rytauk,3
"Vay vốn nhanh không thế chấp, alo 0799041160",3
"Việc nhẹ lương cao tại nhà, liên hệ ngay 0796797145",3
"Vay vốn nhanh không thế chấp, alo 0771871015",3
"Check đơn giúp mình, sđt mình 0343875155",0
"Cần tiền gọi ngay 0816688070, hỗ trợ nợ xấu",3
Gửi mình thông tin qua https://t.me/zjqq21z7 nhé,0
"Tuyển CTV online lương 10tr/tháng, ib zalo 0981639804",3
"Số của mình là 0338549450, có gì alo nha",0
"Bạn trúng thưởng 1 xe SH, xác thực tại https://t.me/qlgk5qm0",3
"Hack vàng, hack kim cương cực uy tín tại https://tinyurl.com/vngd7w6f",3
"Check đơn giúp mình, sđt mình 0385378364",0
"Hack vàng, hack kim cương cực uy tín tại https://tinyurl.com/768i0km7",3
"Cần thuê phòng gấp, alo mình 0887670678",0
Shop gọi lại số 0888774178 tư vấn tour nhé,0
"Ai cần tư vấn cứ gọi 0795508446, mình rảnh lúc 5h",0
"Cần tiền gọi ngay 0336234198, hỗ trợ nợ xấu",3
"Shop ơi số mình 0355672090, ship cho mình nhé",0
Có gì cứ liên hệ tớ qua 0798310367 nha bạn,0
Nhận quà tri ân từ Shopee tại https://zalo.me/tab0wy9i,3
"Ai cần tư vấn cứ gọi 0909466685, mình rảnh lúc 5h",0
"Mình cần đặt lịch khám, sđt 0355981514",0
"Kiếm tiền triệu mỗi ngày, click https://gg.gg/ntdgymsr",3
"Hỗ trợ mình qua số 0881002623 với, app bị lỗi",0
"Mình cần đặt lịch khám, sđt 0795303286",0
Gọi mình số 0907880979 để lấy mã xác nhận đơn hàng,0
"Check đơn giúp mình, sđt mình 0382026039",0
Nhận làm chứng chỉ ngoại ngữ giá rẻ 0779979177,3
"Việc nhẹ lương cao tại nhà, liên hệ ngay 0337436629",3
Nhận ngay 500k tiền thưởng tại https://zalo.me/ojuq2m2i,3
"Hỗ trợ mình qua số 0888795226 với, app bị lỗi",0
Cho mình đặt phòng số 0775199164 nhé shop,0
"Số của mình là 0776433545, có gì alo nha",0
"Bên mình cung cấp phôi bằng các loại, alo 0811449261",3
"Cần tiền gọi ngay 0913332327, hỗ trợ nợ xấu",3
Có gì cứ liên hệ tớ qua 0884444592 nha bạn,0
Link tài liệu học tập đây nhé mn: https://gg.gg/fwpu285a,0
"Mình cần đặt lịch khám, sđt 0334951886",0
Nhận làm chứng chỉ ngoại ngữ giá rẻ 0777898643,3
Có gì cứ liên hệ tớ qua 0915452757 nha bạn,0
Đây là link driver ảnh hôm qua nhé: https://tinyurl.com/4na5htnl,0
Gọi mình số 0353518194 để lấy mã xác nhận đơn hàng,0
Gửi mình thông tin qua https://shope.ee/hj4n9f6i nhé,0
Gọi mình số 0811919866 để lấy mã xác nhận đơn hàng,0
"Dịch vụ thám tử tư bảo mật, hotline 0818805342",3
"Game nổ hũ cực lớn, click https://bit.ly/mxftixgy nhận code",3
"Bán số lô số đề chuẩn 100%, add zalo 0358755140",3
Link shopee mình mua cái này nè: https://bit.ly/1kd1u9s0,0
Link tài liệu học tập đây nhé mn: https://t.me/ik3jehxp,0
"Game nổ hũ cực lớn, click https://t.me/tfkmu9ub nhận code",3
"Shop ơi số mình 0348977421, ship cho mình nhé",0
Check inbox hoặc gọi mình 0792320902 để lấy hàng,0
"Bên mình cung cấp phôi bằng các loại, alo 0382474060",3
"Web cá độ uy tín, nạp đầu tặng 100%, link https://tinyurl.com/srmdh7qx",3
"Hỗ trợ mình qua số 0383719718 với, app bị lỗi",0
Cho mình đặt phòng số 0358067578 nhé shop,0
"Bán số lô số đề chuẩn 100%, add zalo 0812167971",3
Bạn ơi gọi mình số 0388100907 để chốt lịch nhé,0
Tư vấn cho mình qua zalo 0332294980 với ạ,0
Nhận làm chứng chỉ ngoại ngữ giá rẻ 0349854409,3
"Cần thuê phòng gấp, alo mình 0982653359",0
"Bán bằng lái xe, hồ sơ gốc liên hệ 0903127045",3
"Bên mình cung cấp phôi bằng các loại, alo 0914768241",3
"Cần thuê phòng gấp, alo mình 0814472827",0
"Cơ hội làm giàu không khó, truy cập https://t.me/umjexmww",3
Gọi mình số 0887244192 để lấy mã xác nhận đơn hàng,0
Mọi người xem menu quán ở đây nha: https://tinyurl.com/c4fn6hbu,0
"Bạn trúng thưởng 1 xe SH, xác thực tại https://bit.ly/ibajsyxu",3
"Hỗ trợ mình qua số 0794510094 với, app bị lỗi",0
Check inbox hoặc gọi mình 0331058738 để lấy hàng,0
Có gì cứ liên hệ tớ qua 0389467454 nha bạn,0
"Cần tiền gọi ngay 0816719557, hỗ trợ nợ xấu",3
Tư vấn cho mình qua zalo 0343623109 với ạ,0
"Mình cần đặt lịch khám, sđt 0887804779",0
"Cần tiền gọi ngay 0906175713, hỗ trợ nợ xấu",3
"Hack vàng, hack kim cương cực uy tín tại https://bit.ly/cj218r6o",3
Bạn ơi gọi mình số 0918921484 để chốt lịch nhé,0
"Ai cần tư vấn cứ gọi 0903142854, mình rảnh lúc 5h",0
Nhận ngay 500k tiền thưởng tại https://tinyurl.com/flshzqx7,3
Nhận làm chứng chỉ ngoại ngữ giá rẻ 0911401951,3
Bạn ơi gọi mình số 0815791380 để chốt lịch nhé,0
Tư vấn cho mình qua zalo 0817839103 với ạ,0
Link đăng ký sự kiện cho ai cần: https://bit.ly/erb88ead,0
"Bán số lô số đề chuẩn 100%, add zalo 0791978945",3
Link đăng ký sự kiện cho ai cần: https://bit.ly/pn9bvvi9,0
"Gái gọi cao cấp, xem ảnh tại https://t.me/mqkmyzr1",3
Link đăng ký sự kiện cho ai cần: https://gg.gg/gvp7jnjx,0
"Số của mình là 0914192062, có gì alo nha",0
Tư vấn cho mình qua zalo 0793265351 với ạ,0
"Bạn trúng thưởng 1 xe SH, xác thực tại https://tinyurl.com/j1a50b50",3
"Check đơn giúp mình, sđt mình 0778499147",0
Nhận làm chứng chỉ ngoại ngữ giá rẻ 0889081705,3
"Cần thuê phòng gấp, alo mình 0381029194",0
Nhận quà tri ân từ Shopee tại https://tinyurl.com/2y3apjbo,3
"Tuyển CTV online lương 10tr/tháng, ib zalo 0887178258",3
"Bên mình cung cấp phôi bằng các loại, alo 0917518481",3
"Việc nhẹ lương cao tại nhà, liên hệ ngay 0811339713",3
"Thu mua sim số đẹp giá cao, liên hệ 0335146915",3
"Ai cần tư vấn cứ gọi 0389485647, mình rảnh lúc 5h",0
Đây là link driver ảnh hôm qua nhé: https://gg.gg/ipig6njf,0
"Bạn trúng thưởng 1 xe SH, xác thực tại https://tinyurl.com/4e4ibii0",3
Bạn ơi gọi mình số 0988303326 để chốt lịch nhé,0
"Cần tiền gọi ngay 0771048666, hỗ trợ nợ xấu",3
"Game nổ hũ cực lớn, click https://tinyurl.com/eviw9itk nhận code",3
Shop gọi lại số 0912348429 tư vấn tour nhé,0
"Tuyển CTV online lương 10tr/tháng, ib zalo 0888390315",3
Cho mình đặt phòng số 0773136440 nhé shop,0
Link đăng ký sự kiện cho ai cần: https://t.me/049i3mgn,0
Gửi mình thông tin qua https://t.me/effe7nqe nhé,0
Link đăng ký sự kiện cho ai cần: https://gg.gg/5ncscfsq,0
"Web cá độ uy tín, nạp đầu tặng 100%, link https://bit.ly/mr2fpn9a",3
"Tài khoản bị khóa, vào https://t.me/1j2bqefu để mở",3
Mọi người xem menu quán ở đây nha: https://bit.ly/75po98nh,0
"Thu mua sim số đẹp giá cao, liên hệ 0909980969",3
"Mình cần đặt lịch khám, sđt 0887234336",0
"Dịch vụ thám tử tư bảo mật, hotline 0986260657",3
Nhận làm chứng chỉ ngoại ngữ giá rẻ 0901962044,3
"Tuyển CTV online lương 10tr/tháng, ib zalo 0333509410",3
"Cần thuê phòng gấp, alo mình 0903885028",0
Tư vấn cho mình qua zalo 0796857766 với ạ,0
"Hỗ trợ mình qua số 0338457379 với, app bị lỗi",0
"Bán số lô số đề chuẩn 100%, add zalo 0799045234",3
"Vay vốn nhanh không thế chấp, alo 0797937340",3
"Hack vàng, hack kim cương cực uy tín tại https://t.me/fn51vkzs",3
Shop gọi lại số 0913488051 tư vấn tour nhé,0
"Bán bằng lái xe, hồ sơ gốc liên hệ 0353142405",3
Nhận quà tri ân từ Shopee tại https://bit.ly/qc97c5zy,3
"Cần thuê phòng gấp, alo mình 0339175427",0
"Shop ơi số mình 0385810903, ship cho mình nhé",0
Mọi người xem menu quán ở đây nha: https://tinyurl.com/bod037t9,0
"Bán số lô số đề chuẩn 100%, add zalo 0351009805",3
Mọi người xem menu quán ở đây nha: https://bit.ly/7m67b07d,0
"Hỗ trợ mình qua số 0338486731 với, app bị lỗi",0
Link đăng ký sự kiện cho ai cần: https://t.me/ob86tbcd,0
"Bán số lô số đề chuẩn 100%, add zalo 0819280577",3
"Ai cần tư vấn cứ gọi 0797558672, mình rảnh lúc 5h",0
"Việc nhẹ lương cao tại nhà, liên hệ ngay 0342486669",3
"Kiếm tiền triệu mỗi ngày, click https://bit.ly/xdlsgxrp",3
Nhận quà tri ân từ Shopee tại https://tinyurl.com/c2my365p,3
"Hỗ trợ mình qua số 0338968235 với, app bị lỗi",0
"Vay vốn nhanh không thế chấp, alo 0987437807",3
"Cơ hội làm giàu không khó, truy cập https://shope.ee/9astarhk",3
"Mình cần đặt lịch khám, sđt 0334483917",0
"Kiếm tiền triệu mỗi ngày, click https://tinyurl.com/so820snc",3
"Web cá độ uy tín, nạp đầu tặng 100%, link https://gg.gg/0zo066er",3
"Web cá độ uy tín, nạp đầu tặng 100%, link https://shope.ee/1xx8622l",3
"Việc nhẹ lương cao tại nhà, liên hệ ngay 0795563895",3
Link tài liệu học tập đây nhé mn: https://shope.ee/picomqnl,0
Nhận ngay 500k tiền thưởng tại https://zalo.me/hxrmv7xp,3
"Bán số lô số đề chuẩn 100%, add zalo 0792823058",3
"Dịch vụ thám tử tư bảo mật, hotline 0989335994",3
"Cần thuê phòng gấp, alo mình 0389426571",0
"Game nổ hũ cực lớn, click https://bit.ly/8oo99b38 nhận code",3
Link shopee mình mua cái này nè: https://tinyurl.com/u0be5kv2,0
"Thu mua sim số đẹp giá cao, liên hệ 0338252390",3
Nhận ngay 500k tiền thưởng tại https://gg.gg/pwrbfrmr,3
Bạn ơi gọi mình số 0335800923 để chốt lịch nhé,0
"Check đơn giúp mình, sđt mình 0349995558",0
"Hack vàng, hack kim cương cực uy tín tại https://tinyurl.com/0n6zim7x",3
"Cơ hội làm giàu không khó, truy cập https://shope.ee/tnncghim",3
"Ai cần tư vấn cứ gọi 0989778332, mình rảnh lúc 5h",0
"Việc nhẹ lương cao tại nhà, liên hệ ngay 0917603183",3
Nhận ngay 500k tiền thưởng tại https://t.me/fstar1vz,3
"Vay vốn nhanh không thế chấp, alo 0985715554",3
"Bạn trúng thưởng 1 xe SH, xác thực tại https://t.me/34wnakm0",3
Cho mình đặt phòng số 0794723347 nhé shop,0
Tư vấn cho mình qua zalo 0889096039 với ạ,0
"Thu mua sim số đẹp giá cao, liên hệ 0337808380",3
Gọi mình số 0906528882 để lấy mã xác nhận đơn hàng,0
Link tài liệu học tập đây nhé mn: https://zalo.me/tk8lzpo3,0
"Bạn trúng thưởng 1 xe SH, xác thực tại https://t.me/oc1c93os",3
"Hỗ trợ mình qua số 0775965248 với, app bị lỗi",0
"Cần thuê phòng gấp, alo mình 0818822316",0
"Hack vàng, hack kim cương cực uy tín tại https://t.me/66nqxepm",3
"Hỗ trợ mình qua số 0385001692 với, app bị lỗi",0
Bạn ơi gọi mình số 0881207586 để chốt lịch nhé,0
"Bên mình cung cấp phôi bằng các loại, alo 0351023509",3
"Số của mình là 0888469376, có gì alo nha",0
Link tài liệu học tập đây nhé mn: https://shope.ee/w3p0dt7h,0
"Hỗ trợ mình qua số 0795971747 với, app bị lỗi",0
Link tài liệu học tập đây nhé mn: https://tinyurl.com/yz3xq3h0,0
Gửi mình thông tin qua https://shope.ee/r9bxl9p5 nhé,0
"Gái gọi cao cấp, xem ảnh tại https://zalo.me/pyq62zix",3
"Shop ơi số mình 0794814368, ship cho mình nhé",0
"Bạn trúng thưởng 1 xe SH, xác thực tại https://t.me/2u8io9td",3
"Ai cần tư vấn cứ gọi 0986437568, mình rảnh lúc 5h",0
"Cơ hội làm giàu không khó, truy cập https://bit.ly/9an4rkyh",3
Mọi người xem menu quán ở đây nha: https://t.me/ik7n2xf8,0
"Cần tiền gọi ngay 0907254232, hỗ trợ nợ xấu",3
Gọi mình số 0919231371 để lấy mã xác nhận đơn hàng,0
"Bán số lô số đề chuẩn 100%, add zalo 0913932792",3
Nhận làm chứng chỉ ngoại ngữ giá rẻ 0792367776,3
"Cơ hội làm giàu không khó, truy cập https://shope.ee/4aw3c30d",3
"Bạn trúng thưởng 1 xe SH, xác thực tại https://zalo.me/slsubv33",3
"Thu mua sim số đẹp giá cao, liên hệ 0387753851",3
"Bên mình cung cấp phôi bằng các loại, alo 0915553214",3
"Cần thuê phòng gấp, alo mình 0813434254",0
"Hack vàng, hack kim cương cực uy tín tại https://zalo.me/shl4rt4i",3
"Mình cần đặt lịch khám, sđt 0348132952",0
"Game nổ hũ cực lớn, click https://gg.gg/zi6size9 nhận code",3
"Hỗ trợ mình qua số 0345934167 với, app bị lỗi",0
Mọi người xem menu quán ở đây nha: https://shope.ee/4ys76hcn,0
"Cần tiền gọi ngay 0811066692, hỗ trợ nợ xấu",3
"Vay vốn nhanh không thế chấp, alo 0771889684",3
Link đăng ký sự kiện cho ai cần: https://t.me/f720ba4v,0
"Web cá độ uy tín, nạp đầu tặng 100%, link https://bit.ly/a3dnxn3u",3
"Gái gọi cao cấp, xem ảnh tại https://tinyurl.com/wp0uyi86",3
"Hack vàng, hack kim cương cực uy tín tại https://tinyurl.com/z39rfv1w",3
Link đăng ký sự kiện cho ai cần: https://zalo.me/axq2lj1r,0
"Cơ hội làm giàu không khó, truy cập https://tinyurl.com/w5yqsag0",3
"Bán số lô số đề chuẩn 100%, add zalo 0358278492",3
Nhận làm chứng chỉ ngoại ngữ giá rẻ 0915803664,3
"Dịch vụ thám tử tư bảo mật, hotline 0381909914",3
Cho mình đặt phòng số 0332696334 nhé shop,0
Mọi người xem menu quán ở đây nha: https://shope.ee/z49rtnu5,0
Link shopee mình mua cái này nè: https://shope.ee/40pksbcw,0
"Việc nhẹ lương cao tại nhà, liên hệ ngay 0795193012",3
Bạn ơi gọi mình số 0791857193 để chốt lịch nhé,0
Đây là link driver ảnh hôm qua nhé: https://zalo.me/0vxzjvms,0
"Shop ơi số mình 0903085761, ship cho mình nhé",0
"Shop ơi số mình 0791644892, ship cho mình nhé",0
"Mình cần đặt lịch khám, sđt 0904443744",0
"Web cá độ uy tín, nạp đầu tặng 100%, link https://gg.gg/aag6bw6n",3
"Shop ơi số mình 0388350695, ship cho mình nhé",0
"Việc nhẹ lương cao tại nhà, liên hệ ngay 0917579292",3
Gọi mình số 0887888863 để lấy mã xác nhận đơn hàng,0
"Ai cần tư vấn cứ gọi 0885979353, mình rảnh lúc 5h",0
Nhận quà tri ân từ Shopee tại https://shope.ee/16f40mg3,3
Tư vấn cho mình qua zalo 0342692296 với ạ,0
"Ai cần tư vấn cứ gọi 0335064143, mình rảnh lúc 5h",0
Shop gọi lại số 0778552894 tư vấn tour nhé,0
Link tài liệu học tập đây nhé mn: https://zalo.me/3s07ujtd,0
Link shopee mình mua cái này nè: https://zalo.me/9o2l2v7e,0
"Cơ hội làm giàu không khó, truy cập https://bit.ly/z7fwtqbi",3
"Check đơn giúp mình, sđt mình 0771384492",0
Nhận làm chứng chỉ ngoại ngữ giá rẻ 0353054916,3
"Kiếm tiền triệu mỗi ngày, click https://zalo.me/m3sh9khg",3
"Bên mình cung cấp phôi bằng các loại, alo 0383583082",3
"Tài khoản bị khóa, vào https://zalo.me/yjfii0zz để mở",3
Có gì cứ liên hệ tớ qua 0985050385 nha bạn,0
Đây là link driver ảnh hôm qua nhé: https://shope.ee/cd5lnz6a,0
Gửi mình thông tin qua https://tinyurl.com/wwuwniq3 nhé,0
"Tài khoản bị khóa, vào https://bit.ly/9ol49v7d để mở",3
"Hỗ trợ mình qua số 0342070751 với, app bị lỗi",0
"Việc nhẹ lương cao tại nhà, liên hệ ngay 0333515740",3
Link tài liệu học tập đây nhé mn: https://gg.gg/n48pnqiw,0
Gửi mình thông tin qua https://t.me/415ay161 nhé,0
"Dịch vụ thám tử tư bảo mật, hotline 0779587405",3
Có gì cứ liên hệ tớ qua 0812730988 nha bạn,0
"Thu mua sim số đẹp giá cao, liên hệ 0346948286",3
"Check đơn giúp mình, sđt mình 0798726559",0
"Hỗ trợ mình qua số 0776965293 với, app bị lỗi",0
Tư vấn cho mình qua zalo 0913604669 với ạ,0
"Dịch vụ thám tử tư bảo mật, hotline 0383574995",3
Tư vấn cho mình qua zalo 0354035926 với ạ,0
"Bán bằng lái xe, hồ sơ gốc liên hệ 0351968552",3
Check inbox hoặc gọi mình 0816840783 để lấy hàng,0
Nhận ngay 500k tiền thưởng tại https://zalo.me/4piks0e9,3
"Bên mình cung cấp phôi bằng các loại, alo 0359534395",3
"Web cá độ uy tín, nạp đầu tặng 100%, link https://gg.gg/usictyga",3
Đây là link driver ảnh hôm qua nhé: https://shope.ee/guyxkk6d,0
